"Marital.status","Application.order","Course","Daytime.evening.attendance","Previous.qualification","Previous.qualification..grade.","Nacionality","Admission.grade","Displaced","Educational.special.needs","Debtor","Gender","Scholarship.holder","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..approved.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..approved.","Unemployment.rate","Target"
"single","third choice","Advertising and Marketing Management","daytime","Secondary education",111,"Portuguese",114.2,"yes","no","no","female","no",6,4,6,5,12.4,"Graduate"
"single","second choice","Social Service","daytime","Technological specialization course",140,"Portuguese",144.3,"yes","no","no","female","yes",6,6,6,6,12.4,"Graduate"
"single","third choice","Nursing","daytime","Secondary education",112,"Portuguese",106.8,"yes","no","no","female","yes",7,6,8,7,12.4,"Graduate"
"single","third choice","Tourism","daytime","Secondary education",120,"Portuguese",116.5,"yes","no","no","female","yes",6,5,6,5,12.4,"Graduate"
"single","sixth choice","Nursing","daytime","Secondary education",126,"Portuguese",115.5,"yes","no","no","female","yes",7,7,8,7,12.4,"Graduate"
"single","third choice","Nursing","daytime","Secondary education",113,"Portuguese",106.7,"yes","no","no","female","yes",7,5,7,6,11.1,"Enrolled"
"single","second choice","Nursing","daytime","Secondary education",124,"Portuguese",119.3,"yes","no","no","female","no",8,8,8,8,9.4,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",100,"Portuguese",136,"yes","no","no","female","no",7,7,8,8,15.5,"Graduate"
"single","seventh chioce","Nursing","daytime","Secondary education",130,"Portuguese",125.1,"yes","no","no","female","no",7,7,8,7,15.5,"Graduate"
"single","second choice","Communication Design","daytime","Secondary education",130,"Portuguese",118.5,"no","yes","no","female","yes",6,6,6,6,8.9,"Graduate"
"single","fourth choice","Management","daytime","Secondary education",112,"Portuguese",107.8,"yes","no","no","female","no",5,3,5,3,10.8,"Enrolled"
"single","second choice","Management","daytime","Secondary education",121,"Portuguese",112.6,"yes","no","no","female","yes",5,5,5,5,11.1,"Graduate"
"divorced","second choice","Social Service (evening attendance)","evening","Secondary education",160,"Portuguese",97,"no","no","no","female","yes",6,6,6,6,15.5,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",110,"Portuguese",130,"no","no","yes","female","no",7,4,7,0,16.2,"Dropout"
"single","second choice","Management (evening attendance)","evening","Secondary education",130,"Portuguese",115.2,"no","no","no","male","no",5,4,5,5,12.4,"Enrolled"
"single","third choice","Social Service","daytime","Secondary education",130,"Portuguese",126.9,"yes","no","no","female","no",6,6,6,5,9.4,"Graduate"
"single","second choice","Basic Education","daytime","Secondary education",125,"Portuguese",128.5,"yes","no","no","female","no",7,6,7,7,13.9,"Enrolled"
"single","seventh chioce","Social Service","daytime","Secondary education",113,"Portuguese",112.3,"yes","no","yes","female","yes",6,5,6,4,8.9,"Graduate"
"single","second choice","Social Service (evening attendance)","evening","Higher education - degree",130,"Portuguese",130,"no","no","no","female","no",6,1,6,0,12.7,"Dropout"
"single","third choice","Management","daytime","Secondary education",143,"Portuguese",132.2,"yes","no","no","female","yes",5,5,5,5,13.9,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",132,"Portuguese",123.4,"no","no","no","female","yes",7,7,8,8,11.1,"Graduate"
"single","fourth choice","Nursing","daytime","Secondary education",137,"Portuguese",126.5,"yes","no","no","female","yes",8,8,8,8,9.4,"Graduate"
"single","second choice","Management (evening attendance)","evening","Secondary education",133.1,"Portuguese",125.7,"no","no","no","female","no",5,2,5,3,10.8,"Dropout"
"single","second choice","Agronomy","daytime","Technological specialization course",150,"Portuguese",150,"yes","no","no","male","no",6,6,6,6,16.2,"Graduate"
"single","second choice","Tourism","daytime","Secondary education",158,"Portuguese",153.5,"yes","no","no","female","no",6,6,6,6,11.1,"Graduate"
"single","fifth choice","Nursing","daytime","Secondary education",132,"Portuguese",121.8,"yes","no","no","female","yes",8,7,8,7,12.7,"Graduate"
"married","second choice","Basic Education","daytime","Secondary education",130,"Portuguese",140,"no","no","yes","female","yes",6,6,6,6,9.4,"Graduate"
"single","third choice","Nursing","daytime","Secondary education",135,"Portuguese",125.3,"yes","no","no","female","yes",8,7,8,7,12.7,"Graduate"
"single","sixth choice","Advertising and Marketing Management","daytime","Secondary education",125,"Portuguese",119.4,"yes","no","no","female","no",6,4,6,5,11.1,"Graduate"
"single","second choice","Social Service","daytime","Secondary education",137,"Portuguese",132.8,"no","no","no","male","no",6,6,6,6,10.8,"Graduate"
"single","second choice","Agronomy","daytime","Technological specialization course",120,"Portuguese",120,"no","no","no","male","no",6,3,6,2,13.9,"Dropout"
"married","second choice","Social Service (evening attendance)","evening","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",130,"no","no","no","male","no",6,1,5,0,16.2,"Dropout"
"single","second choice","Tourism","daytime","Secondary education",118,"Portuguese",123.3,"yes","no","no","male","no",6,4,6,3,9.4,"Enrolled"
"single","sixth choice","Social Service","daytime","Higher education - degree",135,"Portuguese",129.4,"no","no","yes","female","no",6,6,6,6,10.8,"Graduate"
"single","fourth choice","Management","daytime","Secondary education",125,"Portuguese",118.7,"yes","no","no","female","no",5,4,5,2,13.9,"Enrolled"
"single","second choice","Veterinary Nursing","daytime","Secondary education",120,"Portuguese",113.4,"no","no","no","female","no",6,4,6,3,11.1,"Enrolled"
"single","second choice","Nursing","daytime","Secondary education",133.1,"Portuguese",121.7,"no","no","no","female","yes",7,6,7,6,12.4,"Enrolled"
"single","second choice","Management","daytime","Secondary education",147,"Portuguese",142.8,"yes","no","yes","female","yes",5,5,5,4,11.1,"Enrolled"
"single","second choice","Veterinary Nursing","daytime","Secondary education",124,"Portuguese",113.9,"yes","no","no","female","yes",5,5,5,4,12.7,"Graduate"
"single","fifth choice","Nursing","daytime","Secondary education",139,"Portuguese",124,"yes","no","no","male","yes",8,7,8,7,10.8,"Graduate"
"single","second choice","Informatics Engineering","daytime","Secondary education",136,"Portuguese",133.6,"yes","no","no","male","no",9,9,7,6,11.1,"Dropout"
"single","second choice","Nursing","daytime","Secondary education",133.1,"Portuguese",128,"yes","no","no","male","no",7,0,8,0,16.2,"Dropout"
"single","second choice","Nursing","daytime","Secondary education",148,"Portuguese",134.8,"yes","no","no","male","no",7,6,7,6,7.6,"Graduate"
"single","third choice","Nursing","daytime","Secondary education",140,"Portuguese",131,"yes","no","no","female","yes",8,8,8,8,9.4,"Graduate"
"single","second choice","Social Service","daytime","Secondary education",132,"Portuguese",127.1,"yes","no","no","female","no",6,6,6,6,13.9,"Graduate"
"single","sixth choice","Journalism and Communication","daytime","Secondary education",113,"Portuguese",110.2,"yes","no","yes","female","no",6,5,6,6,8.9,"Graduate"
"single","second choice","Social Service (evening attendance)","evening","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",135.5,"no","no","no","female","no",6,0,6,0,11.1,"Dropout"
"single","third choice","Social Service","daytime","Secondary education",122,"Portuguese",127.3,"yes","no","no","female","yes",6,4,6,6,10.8,"Graduate"
"single","fourth choice","Management","daytime","Secondary education",127,"Portuguese",123.5,"yes","no","no","female","yes",5,5,5,3,9.4,"Enrolled"
"single","third choice","Nursing","daytime","Secondary education",130,"Portuguese",125.1,"yes","no","no","female","yes",7,6,8,6,11.1,"Enrolled"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",133,"Portuguese",121.5,"yes","no","no","female","yes",6,6,6,6,12.4,"Graduate"
"single","second choice","Management (evening attendance)","evening","Secondary education",140,"Portuguese",100,"no","no","no","male","no",5,5,5,5,9.4,"Graduate"
"single","fourth choice","Informatics Engineering","daytime","Secondary education",138,"Portuguese",125.4,"yes","no","no","male","yes",5,4,5,3,8.9,"Dropout"
"single","second choice","Agronomy","daytime","Technological specialization course",150,"Portuguese",150,"yes","no","no","male","no",6,5,6,6,16.2,"Graduate"
"single","third choice","Tourism","daytime","Secondary education",135,"Portuguese",135,"yes","no","no","male","no",6,6,6,5,7.6,"Enrolled"
"single","second choice","Agronomy","daytime","Technological specialization course",130,"Portuguese",130,"yes","no","no","male","no",6,4,6,5,15.5,"Enrolled"
"married","second choice","Agronomy","daytime","Secondary education",133.1,"Portuguese",120,"no","no","yes","male","no",6,2,6,0,15.5,"Dropout"
"single","third choice","Advertising and Marketing Management","daytime","Secondary education",140,"Portuguese",137.6,"yes","no","no","male","yes",6,6,6,6,8.9,"Graduate"
"married","second choice","Agronomy","daytime","Secondary education",120,"Portuguese",155.8,"no","no","no","male","no",6,6,6,6,13.9,"Graduate"
"divorced","second choice","Agronomy","daytime","Secondary education",140,"Portuguese",150,"no","no","no","male","no",6,5,6,6,11.1,"Enrolled"
"married","second choice","Management (evening attendance)","evening","12th year of schooling - not completed",133.1,"Portuguese",118.4,"no","no","no","female","no",5,0,5,0,7.6,"Dropout"
"single","fourth choice","Nursing","daytime","Secondary education",141,"Portuguese",126.8,"yes","no","no","male","no",8,8,8,8,9.4,"Graduate"
"single","fifth choice","Veterinary Nursing","daytime","Secondary education",106,"Portuguese",106,"no","no","no","female","no",6,6,6,4,13.9,"Enrolled"
"single","third choice","Management","daytime","Secondary education",108,"Portuguese",105.9,"yes","no","no","male","no",5,4,5,5,11.1,"Graduate"
"married","third choice","Advertising and Marketing Management","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",135.6,"no","no","no","female","no",6,5,6,4,12.4,"Dropout"
"single","second choice","Journalism and Communication","daytime","Secondary education",146,"Portuguese",149.2,"yes","no","no","male","yes",6,6,6,6,12.7,"Graduate"
"single","third choice","Social Service (evening attendance)","evening","Secondary education",134,"Portuguese",126,"yes","no","no","male","no",6,6,6,6,7.6,"Graduate"
"single","second choice","Social Service (evening attendance)","evening","10th year of schooling - not completed",133.1,"Portuguese",100,"yes","no","no","female","no",5,0,5,0,9.4,"Dropout"
"married","second choice","Social Service (evening attendance)","evening","Secondary education",120,"Portuguese",110.5,"no","no","no","female","yes",6,6,6,6,10.8,"Graduate"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",128,"Portuguese",120,"yes","no","no","female","no",6,6,6,5,11.1,"Graduate"
"single","second choice","Informatics Engineering","daytime","Secondary education",120,"Portuguese",100,"no","no","yes","male","no",5,0,5,0,16.2,"Dropout"
"married","second choice","Management (evening attendance)","evening","Secondary education",110,"Portuguese",150,"no","no","no","male","no",5,5,5,5,15.5,"Graduate"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",125,"Portuguese",126.4,"no","no","no","male","yes",6,6,6,6,16.2,"Graduate"
"single","second choice","Advertising and Marketing Management","daytime","12th year of schooling - not completed",133.1,"Portuguese",110,"no","no","yes","male","no",5,0,5,0,9.4,"Dropout"
"single","fifth choice","Tourism","daytime","Secondary education",124,"Portuguese",126.1,"yes","no","no","female","no",5,5,6,1,10.8,"Dropout"
"single","second choice","Nursing","daytime","Secondary education",141,"Portuguese",124.3,"no","no","no","female","no",8,7,8,7,12.7,"Enrolled"
"single","third choice","Veterinary Nursing","daytime","Secondary education",120,"Portuguese",118.3,"yes","no","no","female","no",5,5,5,5,9.4,"Graduate"
"single","third choice","Veterinary Nursing","daytime","Secondary education",130,"Portuguese",129,"no","no","no","female","no",5,4,5,2,7.6,"Enrolled"
"single","fifth choice","Nursing","daytime","Secondary education",136,"Portuguese",128.5,"yes","no","no","female","no",7,6,7,6,7.6,"Graduate"
"single","fourth choice","Tourism","daytime","Secondary education",122,"Portuguese",126.6,"no","no","no","female","no",5,5,6,0,10.8,"Dropout"
"single","second choice","Journalism and Communication","daytime","Secondary education",137,"Portuguese",129.3,"yes","no","no","male","no",6,6,6,6,12.7,"Graduate"
"single","second choice","Informatics Engineering","daytime","Secondary education",131,"Portuguese",135.9,"no","no","no","male","no",5,2,5,3,7.6,"Enrolled"
"single","second choice","Management (evening attendance)","evening","Technological specialization course",130,"Portuguese",130,"no","no","no","female","no",6,4,7,7,9.4,"Enrolled"
"single","fifth choice","Social Service","daytime","Secondary education",140,"Portuguese",130.2,"yes","no","no","female","yes",6,6,6,6,12.7,"Graduate"
"single","second choice","Informatics Engineering","daytime","Secondary education",160,"Portuguese",129,"no","no","no","male","no",5,0,5,2,7.6,"Dropout"
"single","second choice","Management (evening attendance)","evening","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",100,"no","no","no","male","no",5,0,5,0,16.2,"Dropout"
"single","fourth choice","Management","daytime","Secondary education",128,"Portuguese",116.5,"no","no","no","male","no",5,5,5,5,12.4,"Graduate"
"single","second choice","Management","daytime","Secondary education",118,"Portuguese",111,"no","no","no","male","no",5,2,5,3,10.8,"Dropout"
"single","second choice","Journalism and Communication","daytime","Secondary education",127,"Portuguese",110,"no","no","yes","male","no",6,3,6,2,16.2,"Dropout"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",133.1,"Portuguese",97.4,"no","no","yes","male","no",6,1,6,0,12.7,"Dropout"
"single","third choice","Journalism and Communication","daytime","Secondary education",140,"Portuguese",136.9,"yes","no","no","female","yes",6,6,6,6,16.2,"Graduate"
"single","second choice","Agronomy","daytime","Secondary education",140,"Portuguese",140,"yes","no","no","male","no",6,5,6,4,15.5,"Enrolled"
"married","second choice","Management (evening attendance)","evening","Secondary education",140,"Portuguese",150,"no","no","yes","male","no",5,5,5,5,9.4,"Dropout"
"single","second choice","Social Service","daytime","Secondary education",160,"Portuguese",155.5,"yes","no","no","female","yes",6,6,6,6,10.8,"Graduate"
"single","second choice","Agronomy","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",110,"no","no","yes","female","no",6,5,6,3,11.1,"Dropout"
"single","fourth choice","Nursing","daytime","Secondary education",139,"Portuguese",126,"yes","no","no","male","no",8,5,8,5,10.8,"Dropout"
"single","second choice","Communication Design","daytime","Secondary education",117,"Portuguese",127.9,"yes","no","no","male","no",6,0,6,0,9.4,"Dropout"
"single","second choice","Communication Design","daytime","Secondary education",130,"Portuguese",129,"yes","no","no","female","no",6,6,6,6,9.4,"Graduate"
"single","third choice","Management","daytime","Secondary education",134,"Portuguese",126.3,"yes","no","no","female","yes",5,5,5,5,16.2,"Graduate"
"single","second choice","Management","daytime","Secondary education",133.1,"Portuguese",119,"yes","no","no","female","yes",5,3,5,3,10.8,"Dropout"
"single","second choice","Social Service","daytime","Secondary education",133.1,"Portuguese",118,"no","no","yes","female","yes",6,5,6,6,8.9,"Graduate"
"single","fourth choice","Nursing","daytime","Secondary education",133,"Portuguese",130.8,"yes","no","no","female","no",8,8,8,8,9.4,"Graduate"
"single","second choice","Communication Design","daytime","Secondary education",130,"Portuguese",110,"yes","no","no","female","no",6,6,6,2,15.5,"Graduate"
"married","second choice","Management (evening attendance)","evening","Secondary education",140,"Portuguese",130,"yes","no","no","male","no",5,4,5,2,9.4,"Dropout"
"single","fourth choice","Tourism","daytime","Secondary education",135,"Portuguese",122.1,"no","no","no","male","no",6,3,6,4,12.7,"Enrolled"
"single","second choice","Nursing","daytime","Higher education - degree",120,"Portuguese",120,"yes","no","no","male","no",7,0,8,0,12.7,"Dropout"
"single","second choice","Management","daytime","Secondary education",126,"Portuguese",115.2,"no","no","no","male","no",5,5,5,5,16.2,"Graduate"
"single","second choice","Social Service","daytime","Secondary education",150,"Santomean",146.5,"yes","no","yes","male","no",6,5,6,5,13.9,"Graduate"
"single","second choice","Tourism","daytime","Secondary education",121,"Portuguese",111.9,"yes","no","no","male","no",6,2,6,0,10.8,"Dropout"
"single","second choice","Equinculture","daytime","Secondary education",152,"Portuguese",146.1,"yes","no","no","female","no",5,4,5,0,10.8,"Dropout"
"single","second choice","Communication Design","daytime","Secondary education",124,"Portuguese",132.1,"yes","no","no","female","no",6,2,6,3,7.6,"Enrolled"
"single","second choice","Veterinary Nursing","daytime","Secondary education",105,"Portuguese",102.6,"no","yes","no","female","no",6,4,6,2,11.1,"Enrolled"
"single","second choice","Basic Education","daytime","Secondary education",112,"Portuguese",106.1,"yes","no","no","female","no",6,5,6,5,15.5,"Enrolled"
"single","second choice","Nursing","daytime","Secondary education",148,"Portuguese",137.3,"yes","no","no","female","no",7,6,7,6,7.6,"Graduate"
"single","third choice","Advertising and Marketing Management","daytime","Secondary education",120,"Portuguese",115.5,"yes","no","no","female","no",6,5,6,5,13.9,"Graduate"
"single","third choice","Nursing","daytime","Secondary education",132,"Portuguese",127.5,"yes","no","no","female","no",8,8,8,8,9.4,"Graduate"
"married","fourth choice","Social Service (evening attendance)","evening","Secondary education",123,"Portuguese",113.2,"no","no","yes","female","no",6,3,6,0,7.6,"Dropout"
"single","sixth choice","Nursing","daytime","Secondary education",136,"Portuguese",130.3,"yes","no","no","female","yes",7,6,7,6,7.6,"Graduate"
"single","fifth choice","Nursing","daytime","Secondary education",123,"Portuguese",116.7,"yes","no","no","female","no",7,7,8,8,16.2,"Graduate"
"single","third choice","Communication Design","daytime","Secondary education",135,"Portuguese",134,"yes","no","no","female","yes",6,5,6,5,12.7,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Technological specialization course",140,"Portuguese",140,"yes","no","no","female","no",6,5,6,2,13.9,"Enrolled"
"single","second choice","Veterinary Nursing","daytime","Secondary education",134,"Portuguese",128.4,"yes","no","no","female","yes",5,5,5,5,10.8,"Graduate"
"single","third choice","Journalism and Communication","daytime","Secondary education",142,"Portuguese",139.9,"no","no","no","female","yes",6,6,6,6,13.9,"Graduate"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",120,"Portuguese",115.1,"yes","no","no","female","no",6,6,6,6,12.4,"Graduate"
"single","third choice","Social Service","daytime","Secondary education",125,"Portuguese",118,"yes","no","no","female","no",6,5,6,4,8.9,"Graduate"
"single","third choice","Tourism","daytime","Secondary education",136,"Portuguese",123.4,"yes","no","no","female","yes",6,6,6,6,8.9,"Graduate"
"single","fifth choice","Nursing","daytime","Secondary education",129,"Portuguese",117.1,"yes","no","no","female","no",7,7,8,8,12.4,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",157,"Portuguese",149.3,"no","no","no","female","no",8,8,8,8,9.4,"Graduate"
"single","second choice","Basic Education","daytime","Secondary education",117,"Portuguese",113.5,"yes","no","no","female","no",7,6,7,6,12.4,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",128,"Portuguese",125.8,"no","no","no","female","yes",8,0,8,0,9.4,"Enrolled"
"single","second choice","Veterinary Nursing","daytime","Secondary education",131,"Portuguese",129.3,"yes","no","no","female","no",5,4,5,3,12.7,"Graduate"
"married","second choice","Management (evening attendance)","evening","Secondary education",110,"Portuguese",160,"no","no","no","female","no",5,5,5,5,15.5,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",144,"Portuguese",137.4,"no","no","no","female","no",7,7,8,8,16.2,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",132,"Portuguese",128,"yes","no","no","female","yes",7,6,7,6,7.6,"Graduate"
"divorced","second choice","Tourism","daytime","Secondary education",140,"Portuguese",112,"no","no","yes","female","no",10,5,8,0,12.7,"Dropout"
"single","second choice","Nursing","daytime","Secondary education",100,"Portuguese",153,"no","no","no","male","no",6,3,7,4,15.5,"Enrolled"
"single","sixth choice","Basic Education","daytime","Secondary education",128,"Portuguese",120.3,"yes","no","yes","female","no",6,3,6,2,10.8,"Dropout"
"single","third choice","Oral Hygiene","daytime","Secondary education",142,"Portuguese",130.5,"yes","no","no","female","yes",7,7,8,8,16.2,"Graduate"
"single","fifth choice","Social Service","daytime","Secondary education",123,"Portuguese",129,"yes","no","no","female","no",6,6,6,6,10.8,"Graduate"
"single","sixth choice","Nursing","daytime","Secondary education",144,"Portuguese",136,"yes","no","no","female","yes",7,6,7,6,7.6,"Graduate"
"single","second choice","Equinculture","daytime","Secondary education",157,"Portuguese",150.9,"yes","no","no","female","no",6,6,6,5,13.9,"Dropout"
"single","second choice","Social Service","daytime","Secondary education",117,"Portuguese",113.2,"yes","no","yes","female","no",6,6,6,6,11.1,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Secondary education",109,"Portuguese",104.1,"yes","no","yes","female","yes",6,2,6,0,15.5,"Dropout"
"single","second choice","Tourism","daytime","Secondary education",133.1,"Portuguese",101,"no","no","yes","female","no",6,0,6,0,15.5,"Dropout"
"single","third choice","Oral Hygiene","daytime","Secondary education",122,"Portuguese",118.3,"yes","no","no","female","yes",7,7,8,8,15.5,"Graduate"
"single","second choice","Basic Education","daytime","Secondary education",132,"Portuguese",122.9,"yes","no","no","female","no",7,7,7,7,11.1,"Graduate"
"single","fifth choice","Nursing","daytime","Secondary education",142,"Portuguese",133,"no","no","no","female","yes",8,7,8,7,10.8,"Graduate"
